,ID,Created,User_id,User_name,User_flr,Text
2020-08-24 13:25:47,1297948231037526023,2020-08-24 17:25:47,171997570,st_swing,7014,"ShadowTrader Swing Trader Advisory - $DLTR -  
Buy the Stock
Company: Dollar Tree, Inc.  (DLTR)
Action: Buy the Stock
Shrs: 125
Entry Pr:  102.05
Exit Pr:  n/a
Stop: 98.00
1st Target: 109.75
Note:  Buying on re-entry of open gap.  Earnings 8/27 before the bell."
2020-08-24 13:26:14,1297948345269354501,2020-08-24 17:26:14,7455352,Options,21718,Looking at #earnings right now in $BBY $INTU $DKS $BOX $DG $DLTR $DELL $BIG on #TheOptionBlock at https://t.co/8lC4f3KAN5
2020-08-24 13:33:15,1297950110307893248,2020-08-24 17:33:15,1208467461521043456,reciknows,67,@StockDweebs Nah bro you are!! I live and breathe your fundamentals at this point. Absolute 🐐 for offering your opinions. Best follow ever and we just getting started!! 🔥 . This $DLTR ain’t even the best trade you’ve given me haha wait until $PTON hits in the coming weeks 👀 https://t.co/4BC9xDbVM8
2020-08-24 13:33:39,1297950208429395968,2020-08-24 17:33:39,2328402044,satoritrade,1120,"$DLTR

lots of frugal shoppers in the current #economy

#stocks #discount $BIG $BJ $COST $OLLI $WMT $TGT https://t.co/vDW12yfX7y"
2020-08-24 13:43:54,1297952790095044610,2020-08-24 17:43:54,4794586130,AlphSt_Live,101,"BJ's Wholesale Club Holdings, Inc (BJ) Q2 2020 Earnings Call Transcript
$BJ #retail #BJsWholesale #housewares #homeworld #BJsWholesaleClub #Wholesaleclub #bjsdeals #stocks #earnings #earningscall $DG $DLTR $BIG https://t.co/EWiZy7zO4B"
2020-08-24 14:35:16,1297965714830028805,2020-08-24 18:35:16,2493278845,tradingground,1348,"Earnings Calendar - Week of August 24, 2020 

$ICLK $PANW $BBY $HRL $PLCE $ADSK $HPE $INTU $JWN $URBN $CRM $DKS $CHS $PLAN $EXPR $SPLK $BOX $NTAP $ESTC $DLTR $COTY $FLWS $DELL $MRVL $OKTA $WDAY $VMW $BIG #stocks #StockMarket #earnings 

https://t.co/Q6yloUn76d"
2020-08-24 14:35:56,1297965884342853632,2020-08-24 18:35:56,1280595913950416896,WagsTTG,102,"RT @tradingground: Earnings Calendar - Week of August 24, 2020 

$ICLK $PANW $BBY $HRL $PLCE $ADSK $HPE $INTU $JWN $URBN $CRM $DKS $CHS $PL…"
2020-08-24 14:36:32,1297966033156767744,2020-08-24 18:36:32,1274152079225810944,ZedAwake,117,"RT @tradingground: Earnings Calendar - Week of August 24, 2020 

$ICLK $PANW $BBY $HRL $PLCE $ADSK $HPE $INTU $JWN $URBN $CRM $DKS $CHS $PL…"
2020-08-24 14:36:47,1297966099179302912,2020-08-24 18:36:47,1274198332630417408,UnclePennyB,120,"RT @tradingground: Earnings Calendar - Week of August 24, 2020 

$ICLK $PANW $BBY $HRL $PLCE $ADSK $HPE $INTU $JWN $URBN $CRM $DKS $CHS $PL…"
2020-08-24 14:37:14,1297966211154636800,2020-08-24 18:37:14,1280199292544667648,ReznorTrend,80,"RT @tradingground: Earnings Calendar - Week of August 24, 2020 

$ICLK $PANW $BBY $HRL $PLCE $ADSK $HPE $INTU $JWN $URBN $CRM $DKS $CHS $PL…"
2020-08-24 14:55:46,1297970873471836162,2020-08-24 18:55:46,1189031161798057984,Official_Forex,290,"RT @tradingground: Earnings Calendar - Week of August 24, 2020 

$ICLK $PANW $BBY $HRL $PLCE $ADSK $HPE $INTU $JWN $URBN $CRM $DKS $CHS $PL…"
2020-08-24 14:59:09,1297971727536812032,2020-08-24 18:59:09,1208467461521043456,reciknows,67,"Update here: 

Bought $NIO $20 1/15/21
Bought $MRNA $100 11/20
Sold $PTON $65 9/18 and bought 2 contract -&gt; $PTON $67.5 9/11 &amp; $66.5 9/18
$DLTR $98 9/4 and bought $DLTR $109 9/4 call"
2020-08-24 15:26:18,1297978558007193600,2020-08-24 19:26:18,1038525770421993475,SwaggyStocks,2885,"BEARISH SENTIMENT in $DLTR Aug-28 puts at $98 strike price. 2K contracts, $350K premium.  https://t.co/qMGLw94tmr"
2020-08-24 15:31:03,1297979754356891648,2020-08-24 19:31:03,768452271617236992,ChristF_White17,252,"@LancelotPro28 Between $DG &amp; $DLTR I really like both of these stocks now. 

https://t.co/MBnFFDkB4r https://t.co/W756n7SJZa"
2020-08-24 15:34:18,1297980574745989121,2020-08-24 19:34:18,1241485029198495744,ntrade2020,246,Out of $SQQQ. Gave some of that profit back. May shift into defensive names like $DLTR and $NKE
2020-08-24 15:39:45,1297981942592405504,2020-08-24 19:39:45,1241485029198495744,ntrade2020,246,$DLTR earnings in 3 days.
2020-08-24 15:45:15,1297983326314061824,2020-08-24 19:45:15,1273260554916790272,DontFeedBear,1016,$DLTR 99.5 Call closed (22% return) I did this to hedge. I am not sure what it will look like leading into earnings so I secured profit or break even. The two calls I have kept are currently at 95% profit and 46% profit. Made sense to do this since I am in a comfortable spot.
2020-08-24 15:46:26,1297983626940780544,2020-08-24 19:46:26,1208467461521043456,reciknows,67,"@DontFeedBear I did the same thing, I bought a $109 call to hold post ER just in case haha but I already had a 50% return on my $98.5 $DLTR call 🔥"
2020-08-24 15:54:43,1297985708813094915,2020-08-24 19:54:43,1241485029198495744,ntrade2020,246,$DLTR is trading like it is going to beat earnings in 3 days. Starting a position before close and will add on any dip tomorrow
2020-08-24 16:01:15,1297987355744370688,2020-08-24 20:01:15,1241485029198495744,ntrade2020,246,Ended the day with a starter position in $DLTR. Back in some $NKE. And grabbed some $TWTR before close because it's trading like somebody knows something
2020-08-24 16:09:12,1297989357102682112,2020-08-24 20:09:12,731520902190514176,sukrudemir19,63,"RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)

*Mon: $PANW
*Tues: $CRM $BBY $JWN $PLCE $ADSK $HPE $INTU
*Wed: $…"
2020-08-24 16:16:15,1297991128273375233,2020-08-24 20:16:15,1198760146584948736,zmoneytrades,54,$DLTR I think the gap at $106.22 gets filled tomorrow https://t.co/yJN8JjJmgv
2020-08-24 16:21:50,1297992535902547969,2020-08-24 20:21:50,1214021557367926784,dailycandlestix,205,"$DLTR Rising Price and Volume
Daily appearances since 2010: 132
Close 5 days later ±:
Avg: 0.10
SD: 4.67
Worst: -23.74
Best: 12.69

10 days later:
Avg: 0.22
SD: 5.19
Worst: -20.84
Best: 13.61

30 days later:
Avg: 1.08
SD: 7.90
Worst: -23.87
Best: 18.35"
2020-08-24 16:32:53,1297995313660272645,2020-08-24 20:32:53,2222635612,BullTradeFinder,22597,$SHOP $DLTR $BRQS Not a bad day at all. Hope everyone had a good day. Join us at https://t.co/ZkjruAMnBh BIG NEWS COMING OUT! Can't wait to share! https://t.co/SnVQequGeQ
2020-08-24 16:33:49,1297995549912825856,2020-08-24 20:33:49,1007440247637016576,Prometheus_Cap,901,"Oversold: $BIIB $CAH $IOVA $SWCH $EXEL

Overbought: $BA $WM $VFC $DFS $PKG $BJ $PLNT $DELL $DLTR $AGR $EBR $NTAP $NVCR $WLK $HUYA $VIRT $SIGI $GOOS $CEQP $DDM $DIA $FAS $GLL $VIS $XAR

Momentum: $QCOM $FDX $GM $HEI $MGM $BIG $LL $PSX $VLO $BBY $MAC $AAN $COOP $TAN $TQQQ $UNG $XHB"
2020-08-24 16:50:32,1297999756011220997,2020-08-24 20:50:32,1290828998516314113,BonesyTrades,0,RT @BullTradeFinder: $SHOP $DLTR $BRQS Not a bad day at all. Hope everyone had a good day. Join us at https://t.co/ZkjruAMnBh BIG NEWS COMI…
2020-08-24 17:05:41,1298003571745501184,2020-08-24 21:05:41,1280244818107486208,sunset_chasr,4,"$AAPL was up 100% this morning, missed the window but still sold it for 70% gainz.

$FB didn't work as expected (missed exit)

Holding $V and $DLTR."
2020-08-24 17:26:06,1298008707746406407,2020-08-24 21:26:06,1275093413239697408,MartyMarAugust,8,@StockDweebs What about $DLTR
2020-08-24 17:43:22,1298013054517436416,2020-08-24 21:43:22,438262278,MinteractApp,4401,"Monday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $NKE $CMCSA $DIS $MCD $ORLY $TIF $TSCO $OMC $M $NFLX $HD $SBUX $CCL $AZO $EXPE $DLTR $LEN $WYNN $LOW #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlrW3B https://t.co/ArCvapbZNA"
2020-08-24 18:13:47,1298020707331432455,2020-08-24 22:13:47,707079170644271104,TickwatcherMF,4005,"RT @MinteractApp: Monday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $NKE $CMCSA $DIS $MCD $ORLY $TIF $TSCO $O…"
2020-08-24 18:23:11,1298023071723352064,2020-08-24 22:23:11,1296939013895462912,GaaOptions,18,"8/24 recap

Closed $dltr $hpq for profits
Closed $pins $tdoc for loss

Currently holding $mu $zm $pton calls and $C shares + $spy hedge

Watchlist for the rest of the week: $work $docu $tdoc $lulu $chwy

Over traded today, thus the $tdoc loss but I do believe it’ll rebound soon"
2020-08-24 18:31:43,1298025220901675013,2020-08-24 22:31:43,887052326472740866,stocknewstimes,2293,"Analysts Expect Dollar Tree, Inc. $DLTR to Announce $0.90 Earnings Per Share  https://t.co/vOFMZbZ3kf"
2020-08-24 19:16:11,1298036413162758145,2020-08-24 23:16:11,1014833727753670657,Fltrader20,129,bt $dltr 8/28 $105 call.  Expecting good earnings this week and push through 105 by Thursday.
2020-08-24 19:26:43,1298039062083887105,2020-08-24 23:26:43,1197794598,weeklystockchar,2531,"Of these, took a starter (1/4 size) in $TGT (2x inside now...liked how it held up). Also, took $DLTR outside + up ahead of EPS. Hopefully trade down to small runner + take that 1 into EPS, too."
2020-08-24 19:29:06,1298039660975882240,2020-08-24 23:29:06,1197794598,weeklystockchar,2531,"$DLTR Daily. Outside + up. Hasn't done much since last EPS when it gapped up big. Can also see 3-4 day run up into EPS from 3 months ago. That's what I'm playing for, then scale down to lock profits + reduce risk, and let the rest ride. See how it goes. https://t.co/w3TWQpGnpo"
2020-08-24 19:35:03,1298041159713878016,2020-08-24 23:35:03,113390942,MalibuInvest,12278,"Super special day for @MalibuInvest , not just a single, but a Double #channelcheck $DLTR &amp; $COST !! https://t.co/dPj7SMGGEK"
2020-08-24 19:43:16,1298043226830639105,2020-08-24 23:43:16,60705191,StockConsultant,5910,"$DLTR Dollar Tree stock with a strong close and breakout above 101.93, earnings 10/27 pMkt , see https://t.co/1J9X6wWJz5 retail store stocks https://t.co/i7dAX49vpx"
2020-08-24 20:08:26,1298049559906713600,2020-08-25 00:08:26,2919908100,BlueCrypto_,536,"$DLTR Lotto play: $120c - $40 per contract, earnings Thursday 🤞 https://t.co/sBrsHVD07Z"
2020-08-24 20:43:55,1298058489684795392,2020-08-25 00:43:55,1294804619051360262,Makeithappen332,53,$DLTR Another Strong Watch!
2020-08-24 21:02:20,1298063126705745921,2020-08-25 01:02:20,113390942,MalibuInvest,12278,$DLTR who would trust  a $1 preggo  test from #DollarTree ? (askin' for a friend) https://t.co/VtHJOeebtU
2020-08-24 21:29:25,1298069941564907520,2020-08-25 01:29:25,1283612346112499712,NegativeTheta,430,@MalibuInvest The same people who trusted $DLTR condoms I presume.
2020-08-24 22:05:35,1298079043049467905,2020-08-25 02:05:35,1135416641498562560,HW_Report46,305,"RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)

*Mon: $PANW
*Tues: $CRM $BBY $JWN $PLCE $ADSK $HPE $INTU
*Wed: $…"
2020-08-24 22:48:17,1298089786750767106,2020-08-25 02:48:17,1232521500407869441,TricktradesA,674,"Swing plays for the week of August 17-21, 2020

$WDC $TTWO $DLTR $BYND

https://t.co/3V27HXQA3g https://t.co/Nsm8dAKvtR"
2020-08-24 22:53:51,1298091190588518403,2020-08-25 02:53:51,820754250250813440,JacksonSchrenk,430,"RT @TricktradesA: Swing plays for the week of August 17-21, 2020

$WDC $TTWO $DLTR $BYND

https://t.co/3V27HXQA3g https://t.co/Nsm8dAKvtR"
2020-08-24 23:06:17,1298094318389993478,2020-08-25 03:06:17,831801503694336000,aboutheoptions,4632,$DLTR  comes with an earnings implied move of  6.5% - reviewing option flow
2020-08-24 23:20:04,1298097787591102468,2020-08-25 03:20:04,1284991018157453312,AceTrader_,49,"Options for entries tomorrow, 2-3 day swings upto ER:
$HPQ - 9/4 18.5C
$BIG - 9/18 60C
$SPLK - 8/28 215C
$DELL - 9/18 65C

$RKT $MSFT $DLTR $AAPL $TSLA $CRM $AGM"
2020-08-24 23:48:27,1298104927970119681,2020-08-25 03:48:27,716737614771044352,optioncharts,2003,$DLTR Implied Volatility expiration 08/28/2020 #maxpain #options https://t.co/RfUuxtU1U5 https://t.co/eukdwzYpPa
2020-08-25 00:05:57,1298109335617171457,2020-08-25 04:05:57,1250576650187599872,Furukiller,263,Still trying to figure out the balance of kids being home from school and trading!!! wow crazy day! $VSLR hit our 127.2 from TPS play. just remember patterns like this tend to fire very well! $DLTR from live trading session I took 4/5 profit
2020-08-25 01:33:34,1298131382439313409,2020-08-25 05:33:34,72185690,15minofPham,2329,"Mon (8/24/20) R-Squared(5) X Abv .50 and 5-day price channel with highest % above the opening 30-min high &amp; trading range &gt; 80% (Min $5 &amp; Vol 750K, Min Opt Vol 250 in any strike):  $CNK $CCL $VNO $LYV $MGM $WYNN $SLG $H $TRIP $ABR $DKS $STOR $LVS $GLW $UDOW $PFSI $ARCC $DDM $DLTR https://t.co/ops8Y4kmo7"
2020-08-25 01:37:17,1298132316615737344,2020-08-25 05:37:17,930803511918411776,ThisLincolnian,768,Dollar Tree $DLTR Scheduled to Post Earnings on Thursday https://t.co/3nweugDz7r
2020-08-25 01:37:58,1298132491132383232,2020-08-25 05:37:58,966006214818697218,EnterpriseLeade,716,Dollar Tree $DLTR Scheduled to Post Earnings on Thursday  https://t.co/zj2ERALaXr
2020-08-25 01:39:10,1298132792925093888,2020-08-25 05:39:10,565538332,ZolmaxNews,1636,Dollar Tree $DLTR Scheduled to Post Earnings on Thursday https://t.co/zm6xw6qMPL
2020-08-25 01:41:18,1298133329389264896,2020-08-25 05:41:18,901194327925325825,dispatchtribune,713,Dollar Tree $DLTR Scheduled to Post Earnings on Thursday https://t.co/25OrcQ0qUt
2020-08-25 03:38:26,1298162806362120193,2020-08-25 07:38:26,68559732,ConsumerFeed,5226,Dollar Tree $DLTR Price Target Raised to $115.00 at Telsey Advisory Group https://t.co/JwB6ZGRK33
2020-08-25 03:38:44,1298162883411542016,2020-08-25 07:38:44,901194327925325825,dispatchtribune,713,Dollar Tree $DLTR Price Target Raised to $115.00 at Telsey Advisory Group https://t.co/aa5SOPUQSt
2020-08-25 04:52:17,1298181393546190848,2020-08-25 08:52:17,186339428,raciops,258,$DLTR- update https://t.co/iDXKS4LRNw
2020-08-25 06:14:36,1298202107082936321,2020-08-25 10:14:36,992182100,RatingsNetwork,7644,Piper Sandler Raises Dollar Tree Q3 2021 Earnings Estimates to $1.13 EPS (Previously $1.12). https://t.co/5hwVSe1xTo $DLTR #DLTR
2020-08-25 06:15:12,1298202258128146432,2020-08-25 10:15:12,39546678,mediasentiment,6323,$DLTR  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 560
2020-08-25 06:15:16,1298202274330816512,2020-08-25 10:15:16,39546678,mediasentiment,6323,$DLTR  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 561
2020-08-25 06:15:40,1298202376038481920,2020-08-25 10:15:40,61661638,AmericanBanking,7929,"Piper Sandler Comments on Dollar Tree, Inc.’s Q3 2021 Earnings $DLTR https://t.co/Ye4qyDlKoQ #stocks"
2020-08-25 08:05:52,1298230110500388865,2020-08-25 12:05:52,1191615177353039873,TopGunTrader69,628,"RT @TopGunTrader69: Watchlist + Earnings for week of 8/24

Pennies to watch: $PRTY $SKYS $NGD $ZSAN $DRRX $SEAC $UMC

Earnings: $PANW $CRM…"
2020-08-25 09:03:22,1298244577292410880,2020-08-25 13:03:22,235598199,ianfaler,204,More high volume with potential breakout stocks: $HCA $FTK $EXPE $GPC $TOL $MO $AZN $BKNG $DLTR $TWTR $MRK $ALGN $BMY $MS
2020-08-25 09:08:20,1298245826846887939,2020-08-25 13:08:20,1241485029198495744,ntrade2020,246,I can't believe my current positions are $DLTR and $NKE. Is this still 2020?
2020-08-25 09:14:51,1298247470565261317,2020-08-25 13:14:51,97839947,AlexisMirandaFL,63,"RT @eWhispers: Upcoming #earnings releases of companies that have seen expectations increase those most compared to last quarter 

https://…"
2020-08-25 09:32:23,1298251881987244034,2020-08-25 13:32:23,1214021557367926784,dailycandlestix,205,"$BABA Alert: Open &gt; 100 day high
$DIA Alert: Open &gt; 100 day high
$DLTR Alert: Open &gt; 100 day high
$DNKN Alert: Open &gt; 100 day high
$DOW Alert: Open &gt; 100 day high
$FDX Alert: Open &gt; 100 day high
$FND Alert: Open &gt; 100 day high
$HAS Alert: Open &gt; 20 day high"
2020-08-25 10:03:52,1298259802385051654,2020-08-25 14:03:52,374729426,Tickeron,5954,"$DLTR in Uptrend: 50-day Moving Average moved above 200-day Moving Average on July 27, 2020. View odds for this and other indicators: https://t.co/gdn3VedB2T #DollarTree #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/LrpNCa7yrC"
2020-08-25 10:29:56,1298266362834350088,2020-08-25 14:29:56,1241485029198495744,ntrade2020,246,Added more all morning to $DLTR. The big question is whether I will hold for earnings in 2 days. I went to my local Dollar tree yesterday to score it out and see if people were shopping there and they were. I might hit a different tree today and see what the foot traffic there is
2020-08-25 10:46:25,1298270514247393280,2020-08-25 14:46:25,954234788742877184,Mspang1n,14,Sold last call in $ABT and $DLTR.
2020-08-25 10:59:06,1298273703445139468,2020-08-25 14:59:06,707079170644271104,TickwatcherMF,4005,"Today Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $SBUX $NFLX $HD $MCD $F $CMCSA $CMG $GPS $TGT $DIS $NKE $CCL $BBY $GM $DHI $DLTR $LOW $WYNN #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/B7BWRcVOEf https://t.co/DCLEUfpFlU"
2020-08-25 10:59:36,1298273831463743489,2020-08-25 14:59:36,4584354895,MITickWatcher,5024,"Today Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $SBUX $NFLX $HD $MCD $F $CMCSA $CMG $GPS $TGT $DIS $NKE $CCL $BBY $GM $DHI $DRI $DLTR $LOW $WYNN  #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/Gr3YvQQ4OY https://t.co/JJ6nQdGl55"
2020-08-25 11:03:37,1298274841913520132,2020-08-25 15:03:37,438262278,MinteractApp,4401,"Today Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow $AMZN $AAPL $MSFT $NVDA $SBUX $MU $NFLX $ADBE $CMCSA $ATVI $INTC $AMGN $GOOG $INTU $DLTR $LRCX $WYNN $BIDU $QCOM $EXPE #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/AY5YMmzUsL"
