,ID,Created,User_id,User_name,User_flr,Text
2020-08-20 07:30:18,1296409220733120513,2020-08-20 11:30:18,739079595354431488,Guyon_FIRE,2903,"New Post: The Dividend Report - Q1-2020
50.94% YoY Dividend Growth
10 stock purchases
$T $DIS $PFE $D $HD $RTX $XOM $GLW $MSFT $JNJ https://t.co/T6s8usp6vs"
2020-08-20 08:56:49,1296430989535830017,2020-08-20 12:56:49,2229740180,SADIFAnalytics,1518,Rating Update for Corning Inc $GLW https://t.co/D5etUfWba7
2020-08-20 12:20:11,1296482170194866177,2020-08-20 16:20:11,374729426,Tickeron,5954,"$GLW in Uptrend: 50-day Moving Average moved above 200-day Moving Average on July 27, 2020. View odds for this and other indicators: https://t.co/LLHkO9vnOK #Corning #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/WmuDwpUS9Z"
2020-08-20 15:16:55,1296526647164833795,2020-08-20 19:16:55,121158213,AlertTrade,142006,"🔴🔴  You are invited to test drive Trade-Ideas PREMIUM features for 2 weeks!

via ⟶ https://t.co/KTosJiYUrC

📊
$F $C $JPM $BCRX $M $T $FCX $HWM $V $MS $SE $VEEV $IAU $W $XP $ANSS $BBY $LBRDK $CARR $GLW $LEN $FCX $YNDX $COUP $AEM $KSU $ZS $EPAM $ZG $Z $QRVO $ETSY https://t.co/qRmVkpreFZ"
2020-08-20 15:56:20,1296536565418799104,2020-08-20 19:56:20,2777879600,SagarNandi,181,"Another profitable trade using Memory resistance and bearish Headwind. - 360° Trading Ideas 

$GLW

https://t.co/Cmt82N5ZBg"
2020-08-21 08:55:35,1296793068465721345,2020-08-21 12:55:35,1027827540960862208,stockbeep,2991,"#Stocks to watch - Retracements

$VIPS $JMIA $KKR $JNPR $EMR $UNH $NLS $GLW $RVLV $VAR 

Pulling back from recent highs.
#premarket #nyse #nasdaq
https://t.co/cCVd6MzY2A"
2020-08-21 10:02:24,1296809885305167872,2020-08-21 14:02:24,374729426,Tickeron,5954,"$GLW in Uptrend: 50-day Moving Average crossed above 200-day Moving Average on July 27, 2020. View odds for this and other indicators: https://t.co/y4abKVfll8 #Corning #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/gDObrigSLu"
2020-08-21 10:05:52,1296810755598286848,2020-08-21 14:05:52,2422703600,SwingTradeBot,8150,Outside Day today: $DOV $GLW $MMP $PPG $BAC $XLF ... https://t.co/Ya1wmaeD73
2020-08-21 11:25:31,1296830801292615682,2020-08-21 15:25:31,4584354895,MITickWatcher,5024,"Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $AAPL $MSFT $FB $NVDA $GOOGL $GOOG $ADBE $INTC $MA $CSCO $V $CRM $VZ $ACN $ADP $XLNX $GLW $NTAP $CTL $CTSH #stock #stocks #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/Z5Gnku4oaE"
2020-08-21 11:44:56,1296835686738227201,2020-08-21 15:44:56,707079170644271104,TickwatcherMF,4005,"Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $AAPL $MSFT $FB $NVDA $GOOGL $GOOG $ADBE $INTC $MA $CSCO $V $CRM $VZ $ACN $ADP $XLNX $GLW $NTAP $CTL $CTSH #stock #stocks #StockMarket #Investment #investing https://t.co/B7BWRcVOEf https://t.co/8CrRr7EEKV"
